CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,MaxWindCat,MaxTemp_capped,Temp_Range,DewPoint_Range,Humidity_Range,Precipitation_Flag
2012-02-07,9.0,4.0,1.0,4.0,-1.0,-10.0,81.0,62.0,40.0,1026,1024,1023,10.0,10.0,10.0,42,14,53.0,0.0,4.0,Rain,16,40-50,9.0,8.0,14.0,41.0,0
2012-02-08,5.0,1.0,-2.0,-7.0,-9.0,-11.0,60.0,49.0,33.0,1026,1023,1022,10.0,10.0,10.0,45,23,63.0,0.0,2.0,Rain,11,40-50,5.0,7.0,4.0,27.0,0
2012-02-09,11.0,2.0,-7.0,-5.0,-7.0,-9.0,86.0,61.0,28.0,1028,1026,1024,14.64407356948229,11.719856948228882,9.134877384196185,13,6,43.98830576155163,0.0,3.2060661764705882,Rain,332,10-20,11.0,18.0,4.0,58.0,0
2012-02-10,10.0,2.0,-6.0,-4.0,-7.0,-9.0,86.0,60.0,27.0,1025,1022,1019,14.64407356948229,11.719856948228882,9.134877384196185,29,8,43.98830576155163,0.0,3.2060661764705882,Rain,22,20-30,10.0,16.0,5.0,59.0,0
2012-02-11,8.0,0.0,-7.0,-7.0,-12.0,-22.0,80.0,46.0,10.0,1023,1021,1019,14.64407356948229,11.719856948228882,9.134877384196185,24,8,40.0,0.0,3.2060661764705882,Rain,26,20-30,8.0,15.0,15.0,70.0,0
2012-02-12,6.0,-1.0,-7.0,-10.0,-12.0,-16.0,68.0,45.0,19.0,1025,1022,1021,14.64407356948229,11.719856948228882,9.134877384196185,42,16,50.0,0.0,3.2060661764705882,Rain,360,40-50,6.0,13.0,6.0,49.0,0
2012-02-13,7.0,2.0,-3.0,-3.0,-7.0,-11.0,70.0,51.0,39.0,1027,1026,1024,10.0,10.0,10.0,40,19,61.0,0.0,1.0,Rain,8,30-40,7.0,10.0,8.0,31.0,0
2012-02-14,10.0,4.0,-1.0,0.0,-3.0,-4.0,80.0,62.0,40.0,1024,1021,1019,10.0,10.0,10.0,40,10,40.0,0.0,4.0,Rain,354,30-40,10.0,11.0,4.0,40.0,0
2012-02-15,11.0,3.0,-3.0,-1.0,-3.0,-6.0,86.0,61.0,35.0,1027,1025,1024,10.0,10.0,10.0,29,11,32.0,0.0,1.0,Rain,23,20-30,11.0,14.0,5.0,51.0,0
2012-02-16,11.0,4.0,-2.0,-1.0,-3.0,-4.0,86.0,59.0,35.0,1025,1023,1021,10.0,10.0,10.0,27,13,47.0,0.0,4.0,Rain,54,20-30,11.0,13.0,3.0,51.0,0
2012-02-17,13.0,6.0,-2.0,-1.0,-4.0,-6.0,86.0,58.0,26.0,1024,1023,1021,14.64407356948229,11.719856948228882,9.134877384196185,16,8,43.98830576155163,0.0,3.2060661764705882,Rain,334,10-20,13.0,15.0,5.0,60.0,0
2012-02-18,13.0,4.0,-4.0,-2.0,-4.0,-7.0,80.0,56.0,31.0,1024,1022,1019,14.64407356948229,11.719856948228882,9.134877384196185,11,6,29.0,0.0,3.2060661764705882,Rain,295,10-20,13.0,17.0,5.0,49.0,0
2012-02-19,14.0,4.0,-4.0,0.0,-3.0,-7.0,86.0,60.0,33.0,1025,1022,1021,10.0,10.0,10.0,26,8,29.0,0.0,2.0,Rain,349,20-30,14.0,18.0,7.0,53.0,0
2012-02-20,13.0,4.0,-3.0,-2.0,-9.0,-16.0,74.0,42.0,13.0,1027,1026,1024,14.64407356948229,11.719856948228882,9.134877384196185,16,10,43.98830576155163,0.0,3.2060661764705882,Rain,22,10-20,13.0,16.0,14.0,61.0,0
2012-02-21,13.0,3.0,-6.0,-10.0,-12.0,-17.0,74.0,39.0,13.0,1028,1026,1025,14.64407356948229,11.719856948228882,9.134877384196185,11,5,43.98830576155163,0.0,3.2060661764705882,Rain,344,10-20,13.0,19.0,7.0,61.0,0
2012-02-22,16.0,4.0,-6.0,-10.0,-13.0,-18.0,68.0,35.0,8.0,1029,1027,1025,14.64407356948229,11.719856948228882,9.134877384196185,13,6,27.0,0.0,3.2060661764705882,Rain,340,10-20,16.0,22.0,8.0,60.0,0
2012-02-23,18.0,6.0,-6.0,-10.0,-13.0,-18.0,63.0,31.0,8.0,1030,1028,1027,14.64407356948229,11.719856948228882,9.134877384196185,16,6,43.98830576155163,0.0,3.2060661764705882,Rain,345,10-20,18.0,24.0,8.0,55.0,0
2012-02-24,19.0,8.0,-3.0,-7.0,-11.0,-13.0,64.0,35.0,11.0,1029,1027,1025,14.64407356948229,11.719856948228882,9.134877384196185,10,6,24.0,0.0,3.2060661764705882,Rain,323,0-10,19.0,22.0,6.0,53.0,0
2012-02-25,20.0,8.0,-3.0,-5.0,-8.0,-12.0,64.0,35.0,13.0,1026,1024,1020,14.64407356948229,11.719856948228882,9.134877384196185,23,6,37.0,0.0,3.2060661764705882,Rain,259,20-30,20.0,23.0,7.0,51.0,0
2012-02-26,22.0,12.0,2.0,2.0,-2.0,-7.0,70.0,42.0,25.0,1022,1021,1019,10.0,10.0,10.0,16,5,34.0,0.0,1.0,Rain,344,10-20,22.0,20.0,9.0,45.0,0
2012-02-27,19.0,10.0,2.0,0.0,-2.0,-4.0,75.0,46.0,23.0,1023,1021,1020,14.64407356948229,11.719856948228882,9.134877384196185,14,6,43.98830576155163,0.0,3.2060661764705882,Rain,1,10-20,19.0,17.0,4.0,52.0,0
2012-02-28,20.0,10.0,1.0,2.0,-1.0,-2.0,81.0,52.0,26.0,1023,1021,1019,14.64407356948229,11.719856948228882,9.134877384196185,10,5,24.0,0.0,3.2060661764705882,Rain,316,0-10,20.0,19.0,4.0,55.0,0
2012-02-29,21.0,11.0,2.0,3.0,1.0,-1.0,81.0,51.0,23.0,1024,1022,1020,10.0,10.0,10.0,14,5,24.0,0.0,1.0,Rain,290,10-20,21.0,19.0,4.0,58.0,0
2012-03-01,20.0,11.0,2.0,5.0,1.0,-2.0,81.0,51.0,24.0,1023,1021,1020,10.0,10.0,10.0,16,6,26.0,0.0,2.0,Rain,321,10-20,20.0,18.0,7.0,57.0,0
2012-03-02,13.0,8.0,3.0,7.0,4.0,1.0,87.0,71.0,54.0,1026,1024,1023,10.0,10.0,8.0,14,6,42.0,0.0,3.0,Rain,201,10-20,13.0,10.0,6.0,33.0,0
2012-03-03,15.0,9.0,3.0,6.0,4.0,0.0,100.0,71.0,36.0,1030,1028,1026,10.0,9.0,5.0,19,6,39.0,0.0,2.0,Rain,212,10-20,15.0,12.0,6.0,64.0,0
2012-03-04,16.0,10.0,4.0,8.0,6.0,2.0,87.0,72.0,52.0,1029,1026,1024,10.0,10.0,10.0,29,10,45.0,0.0,3.0,Rain,253,20-30,16.0,12.0,6.0,35.0,0
2012-03-05,15.0,8.0,1.0,5.0,-2.0,-6.0,81.0,50.0,23.0,1029,1027,1024,10.0,10.0,10.0,19,10,43.98830576155163,0.0,2.0,Rain,9,10-20,15.0,14.0,11.0,58.0,0
2012-03-06,14.0,7.0,1.0,-4.0,-7.0,-13.0,70.0,41.0,14.0,1027,1025,1022,14.64407356948229,11.719856948228882,9.134877384196185,27,10,23.0,0.0,3.2060661764705882,Rain,42,20-30,14.0,13.0,9.0,56.0,0
2012-03-07,14.0,6.0,-2.0,-3.0,-8.0,-13.0,69.0,39.0,14.0,1029,1027,1024,10.0,10.0,10.0,16,8,43.98830576155163,0.0,1.0,Rain,8,10-20,14.0,16.0,10.0,55.0,0
2012-03-08,16.0,7.0,-1.0,1.0,-4.0,-9.0,64.0,41.0,22.0,1029,1028,1026,14.64407356948229,11.719856948228882,9.134877384196185,42,13,53.0,0.0,3.2060661764705882,Rain,2,40-50,16.0,17.0,10.0,42.0,0
2012-03-09,22.0,11.0,0.0,-3.0,-4.0,-6.0,70.0,40.0,17.0,1029,1028,1026,14.64407356948229,11.719856948228882,9.134877384196185,32,11,45.0,0.0,3.2060661764705882,Rain,11,30-40,22.0,22.0,3.0,53.0,0
2012-03-10,17.0,9.0,2.0,-2.0,-4.0,-6.0,70.0,40.0,22.0,1034,1031,1027,14.64407356948229,11.719856948228882,9.134877384196185,16,6,43.98830576155163,0.0,3.2060661764705882,Rain,53,10-20,17.0,15.0,4.0,48.0,0
2012-03-11,21.0,11.0,1.0,-1.0,-3.0,-6.0,70.0,40.0,16.0,1028,1025,1023,14.64407356948229,11.719856948228882,9.134877384196185,23,6,43.98830576155163,0.0,3.2060661764705882,Rain,21,20-30,21.0,20.0,5.0,54.0,0
2012-03-12,23.0,12.0,2.0,-1.0,-3.0,-5.0,70.0,39.0,16.0,1025,1024,1022,14.64407356948229,11.719856948228882,9.134877384196185,11,6,43.98830576155163,0.0,3.2060661764705882,Rain,286,10-20,23.0,21.0,4.0,54.0,0
2012-03-13,23.0,13.0,3.0,-1.0,-3.0,-7.0,70.0,38.0,14.0,1026,1024,1023,14.64407356948229,11.719856948228882,9.134877384196185,11,6,42.0,0.0,3.2060661764705882,Rain,305,10-20,23.0,20.0,6.0,56.0,0
2012-03-14,25.0,14.0,3.0,-1.0,-4.0,-7.0,65.0,34.0,12.0,1027,1025,1023,14.64407356948229,11.719856948228882,9.134877384196185,10,6,26.0,0.0,3.2060661764705882,Rain,329,0-10,25.0,22.0,6.0,53.0,0
2012-03-15,25.0,15.0,5.0,-2.0,-4.0,-9.0,53.0,30.0,14.0,1027,1025,1023,14.64407356948229,11.719856948228882,9.134877384196185,14,6,26.0,0.0,3.2060661764705882,Rain,8,10-20,25.0,20.0,7.0,39.0,0
2012-03-16,19.0,12.0,6.0,4.0,-1.0,-6.0,58.0,41.0,24.0,1025,1023,1021,10.0,10.0,10.0,34,8,55.0,0.0,1.0,Rain,230,30-40,19.0,13.0,10.0,34.0,0
2012-03-17,16.0,9.0,2.0,6.0,3.0,-1.0,87.0,61.0,42.0,1025,1023,1021,10.0,10.0,10.0,35,13,69.0,0.0,2.0,Rain,243,30-40,16.0,14.0,7.0,45.0,0
2012-03-18,14.0,9.0,5.0,5.0,-3.0,-8.0,76.0,45.0,26.0,1027,1024,1022,10.0,10.0,10.0,29,16,71.0,0.0,1.0,Rain,297,20-30,14.0,9.0,13.0,50.0,0
2012-03-19,14.0,7.0,1.0,-3.0,-5.0,-8.0,65.0,43.0,21.0,1030,1028,1026,10.0,10.0,10.0,26,13,45.0,0.0,2.0,Rain,27,20-30,14.0,13.0,5.0,44.0,0
2012-03-20,12.0,6.0,1.0,-1.0,-4.0,-7.0,65.0,46.0,26.0,1030,1026,1023,10.0,10.0,10.0,24,14,40.0,0.0,1.0,Rain,36,20-30,12.0,11.0,6.0,39.0,0
2012-03-21,7.0,4.0,2.0,3.0,2.0,1.0,100.0,87.0,76.0,1024,1020,1019,10.0,9.0,4.0,27,18,47.0,0.0,5.0,Rain-Snow,63,20-30,7.0,5.0,2.0,24.0,0
2012-03-22,15.0,8.0,2.0,4.0,3.0,2.0,100.0,73.0,42.0,1025,1023,1022,10.0,8.0,3.0,10,3,43.98830576155163,0.0,2.0,Fog,159,0-10,15.0,13.0,2.0,58.0,0
2012-03-23,19.0,10.0,2.0,5.0,2.0,-3.0,93.0,60.0,23.0,1024,1021,1018,9.0,9.0,8.0,13,6,43.98830576155163,0.0,3.2060661764705882,Rain,34,10-20,19.0,17.0,8.0,70.0,0
2012-03-24,21.0,12.0,4.0,4.0,2.0,-2.0,87.0,53.0,21.0,1023,1021,1020,14.64407356948229,11.719856948228882,9.134877384196185,21,6,40.0,0.0,3.2060661764705882,Rain,215,20-30,21.0,17.0,6.0,66.0,0
2012-03-25,22.0,12.0,3.0,6.0,1.0,-5.0,87.0,50.0,16.0,1025,1023,1021,14.64407356948229,11.719856948228882,9.134877384196185,11,6,27.0,0.0,3.2060661764705882,Rain,254,10-20,22.0,19.0,11.0,71.0,0
2012-03-26,20.0,12.0,4.0,2.0,-2.0,-6.0,76.0,43.0,18.0,1025,1024,1022,14.64407356948229,11.719856948228882,9.134877384196185,14,8,32.0,0.0,3.2060661764705882,Rain,101,10-20,20.0,16.0,8.0,58.0,0
2012-03-27,20.0,11.0,3.0,2.0,-1.0,-4.0,81.0,45.0,20.0,1027,1025,1023,10.0,10.0,10.0,14,6,26.0,0.0,1.0,Rain,34,10-20,20.0,17.0,6.0,61.0,0
2012-03-28,22.0,12.0,3.0,2.0,-1.0,-4.0,81.0,43.0,19.0,1027,1024,1020,10.0,10.0,10.0,24,6,43.98830576155163,0.0,1.0,Rain,56,20-30,22.0,19.0,6.0,62.0,0
2012-03-29,22.0,12.0,3.0,1.0,-3.0,-9.0,75.0,38.0,12.0,1023,1021,1017,10.0,10.0,10.0,14,6,43.98830576155163,0.0,1.0,Rain,46,10-20,22.0,19.0,10.0,63.0,0
2012-03-30,23.0,13.0,3.0,-1.0,-3.0,-5.0,70.0,34.0,16.0,1020,1017,1013,14.64407356948229,11.719856948228882,9.134877384196185,14,6,29.0,0.0,3.2060661764705882,Rain,22,10-20,23.0,20.0,4.0,54.0,0
2012-03-31,20.0,13.0,6.0,2.0,-1.0,-3.0,66.0,40.0,21.0,1013,1011,1009,14.64407356948229,11.719856948228882,9.134877384196185,14,6,34.0,0.0,3.2060661764705882,Rain,268,10-20,20.0,14.0,5.0,45.0,0
2012-04-01,22.0,14.0,8.0,6.0,3.0,0.0,71.0,46.0,23.0,1010,1008,1005,10.0,10.0,10.0,27,5,45.0,0.0,1.0,Rain,200,20-30,22.0,14.0,6.0,48.0,0
2012-04-02,20.0,14.0,9.0,9.0,6.0,3.0,82.0,62.0,35.0,1008,1007,1004,10.0,10.0,10.0,23,8,55.0,0.0,2.0,Rain,215,20-30,20.0,11.0,6.0,47.0,0
2012-04-03,17.0,13.0,11.0,10.0,8.0,7.0,94.0,80.0,52.0,1007,1005,1004,10.0,10.0,8.0,29,6,32.0,0.0,5.0,Rain,104,20-30,17.0,6.0,3.0,42.0,0
2012-04-04,11.0,10.0,9.0,10.0,9.0,8.0,100.0,94.0,82.0,1007,1006,1005,10.0,8.0,4.0,16,5,47.0,0.0,6.0,Rain,359,10-20,11.0,2.0,2.0,18.0,0
2012-04-05,14.0,11.0,8.0,9.0,7.0,5.0,100.0,86.0,55.0,1007,1006,1004,10.0,9.0,7.0,34,11,47.0,0.0,6.0,Rain,193,30-40,14.0,6.0,4.0,45.0,0
2012-04-06,10.0,7.0,3.0,7.0,3.0,0.0,100.0,76.0,50.0,1011,1008,1005,10.0,10.0,7.0,40,13,60.0,0.0,4.0,Rain,206,30-40,10.0,7.0,7.0,50.0,0
2012-04-07,12.0,7.0,3.0,4.0,3.0,2.0,100.0,73.0,54.0,1016,1012,1011,10.0,10.0,10.0,26,14,50.0,0.0,3.0,Rain,228,20-30,12.0,9.0,2.0,46.0,0
2012-04-08,19.0,10.0,1.0,5.0,3.0,1.0,100.0,65.0,32.0,1019,1017,1015,10.0,10.0,10.0,14,6,27.0,0.0,1.0,Rain,166,10-20,19.0,18.0,4.0,68.0,0
2012-04-09,21.0,12.0,4.0,6.0,3.0,-1.0,93.0,55.0,19.0,1017,1013,1006,31.0,31.0,31.0,24,6,47.0,0.0,3.2060661764705882,Rain,255,20-30,21.0,17.0,7.0,74.0,0
2012-04-10,17.0,14.0,11.0,10.0,6.0,1.0,82.0,56.0,35.0,1010,1006,1004,31.0,12.0,7.0,48,16,74.0,0.51,2.0,Rain-Thunderstorm,231,40-50,17.0,6.0,9.0,47.0,1
2012-04-11,16.0,12.0,7.0,6.0,2.0,0.0,67.0,50.0,28.0,1012,1010,1007,31.0,12.0,10.0,29,19,42.0,0.0,3.0,Rain,274,20-30,16.0,9.0,6.0,39.0,0
2012-04-12,15.0,12.0,8.0,7.0,6.0,1.0,82.0,65.0,43.0,1008,1005,1002,31.0,11.0,10.0,26,8,27.0,0.0,3.0,Rain,116,20-30,15.0,7.0,6.0,39.0,0
2012-04-13,14.0,10.0,6.0,3.0,0.0,-3.0,76.0,51.0,22.0,1009,1008,1006,31.0,12.0,10.0,35,13,53.0,0.0,3.0,Rain,341,30-40,14.0,8.0,6.0,54.0,0
2012-04-14,15.0,11.0,7.0,6.0,3.0,0.0,87.0,67.0,36.0,1009,1005,1003,31.0,11.0,8.0,48,26,63.0,0.51,3.0,Rain-Thunderstorm,279,40-50,15.0,8.0,6.0,51.0,1
2012-04-15,13.0,8.0,4.0,4.0,0.0,-4.0,87.0,57.0,26.0,1016,1010,1007,31.0,12.0,10.0,35,18,42.0,0.0,1.0,Rain,354,30-40,13.0,9.0,8.0,61.0,0
2012-04-16,12.0,9.0,5.0,-1.0,-4.0,-7.0,61.0,43.0,18.0,1021,1019,1016,31.0,12.0,10.0,45,31,66.0,0.0,1.0,Rain,2,40-50,12.0,7.0,6.0,43.0,0
2012-04-17,19.0,10.0,1.0,4.0,-2.0,-7.0,70.0,41.0,18.0,1023,1017,1012,31.0,14.0,10.0,35,11,35.0,0.0,1.0,Rain,278,30-40,19.0,18.0,11.0,52.0,0
2012-04-18,14.0,11.0,7.0,6.0,2.0,-2.0,76.0,54.0,38.0,1013,1009,1005,31.0,11.0,10.0,40,24,52.0,0.0,3.0,Rain,269,30-40,14.0,7.0,8.0,38.0,0
2012-04-19,16.0,12.0,8.0,8.0,4.0,-2.0,87.0,62.0,29.0,1007,1004,1003,31.0,12.0,10.0,39,26,64.0,0.0,4.0,Rain,256,30-40,16.0,8.0,10.0,58.0,0
2012-04-20,19.0,14.0,9.0,8.0,4.0,2.0,76.0,54.0,25.0,1013,1009,1006,31.0,11.0,10.0,39,24,60.0,0.0,3.0,Rain,254,30-40,19.0,10.0,6.0,51.0,0
2012-04-21,19.0,13.0,8.0,11.0,6.0,3.0,87.0,58.0,34.0,1016,1014,1012,31.0,12.0,10.0,26,16,42.0,0.25,2.0,Rain,244,20-30,19.0,11.0,8.0,53.0,1
2012-04-22,19.0,13.0,7.0,6.0,3.0,0.0,82.0,48.0,20.0,1017,1015,1012,31.0,13.0,10.0,32,18,60.0,0.0,1.0,Rain,243,30-40,19.0,12.0,6.0,62.0,0
2012-04-23,20.0,12.0,3.0,7.0,3.0,1.0,81.0,52.0,30.0,1017,1014,1009,31.0,12.0,10.0,35,13,58.0,0.0,3.0,Rain,249,30-40,20.0,17.0,6.0,51.0,0
2012-04-24,17.0,12.0,7.0,3.0,-1.0,-5.0,57.0,39.0,16.0,1016,1014,1011,31.0,13.0,10.0,47,26,66.0,0.0,1.0,Rain,275,40-50,17.0,10.0,8.0,41.0,0
2012-04-25,19.0,13.0,7.0,5.0,3.0,0.0,71.0,50.0,23.0,1012,1008,1003,31.0,13.0,10.0,35,16,53.0,0.0,2.0,Rain,202,30-40,19.0,12.0,5.0,48.0,0
2012-04-26,17.0,13.0,9.0,10.0,8.0,6.0,94.0,75.0,43.0,1012,1008,1005,31.0,9.0,4.0,37,19,37.0,0.25,5.0,Rain,228,30-40,17.0,8.0,4.0,51.0,1
2012-04-27,20.0,14.0,8.0,13.0,9.0,7.0,100.0,78.0,39.0,1012,1010,1007,31.0,11.0,3.0,50,10,71.0,4.06,5.0,Rain,214,40-50,20.0,12.0,6.0,61.0,1
2012-04-28,11.0,10.0,8.0,10.0,7.0,4.0,94.0,81.0,54.0,1010,1007,1005,31.0,11.0,9.0,32,13,60.0,3.05,5.0,Rain,237,30-40,11.0,3.0,6.0,40.0,1
2012-04-29,13.0,9.0,6.0,7.0,5.0,2.0,100.0,81.0,44.0,1012,1010,1008,31.0,11.0,6.0,24,14,61.0,3.05,5.0,Rain-Thunderstorm,192,20-30,13.0,7.0,5.0,56.0,1
2012-04-30,14.0,10.0,5.0,7.0,4.0,1.0,93.0,76.0,41.0,1014,1012,1011,23.0,10.0,5.0,37,11,45.0,1.02,3.0,Rain,231,30-40,14.0,9.0,6.0,52.0,1
2012-05-01,14.0,9.0,3.0,7.0,4.0,2.0,100.0,72.0,35.0,1018,1015,1014,31.0,11.0,6.0,19,8,47.0,0.0,3.0,Rain,192,10-20,14.0,11.0,5.0,65.0,0
2012-05-02,19.0,11.0,4.0,7.0,4.0,1.0,93.0,63.0,25.0,1018,1015,1013,31.0,12.0,10.0,21,6,63.0,0.0,2.0,Rain,247,20-30,19.0,15.0,6.0,68.0,0
2012-05-03,18.0,12.0,6.0,12.0,7.0,4.0,94.0,73.0,43.0,1016,1013,1010,31.0,11.0,5.0,27,8,50.0,2.03,3.0,Rain,209,20-30,18.0,12.0,8.0,51.0,1
2012-05-04,16.0,12.0,9.0,11.0,9.0,5.0,100.0,84.0,38.0,1012,1010,1009,31.0,10.0,3.0,32,14,60.0,4.06,4.0,Rain-Thunderstorm,201,30-40,16.0,7.0,6.0,62.0,1
2012-05-05,16.0,12.0,8.0,10.0,8.0,5.0,100.0,79.0,48.0,1011,1010,1009,31.0,11.0,5.0,29,14,53.0,0.0,4.0,Rain,190,20-30,16.0,8.0,5.0,52.0,0
2012-05-06,19.0,13.0,8.0,11.0,8.0,5.0,100.0,74.0,33.0,1018,1014,1011,31.0,11.0,7.0,27,6,50.0,0.0,4.0,Fog,225,20-30,19.0,11.0,6.0,67.0,0
2012-05-07,20.0,13.0,6.0,9.0,8.0,6.0,100.0,67.0,33.0,1021,1019,1017,31.0,12.0,10.0,26,8,61.0,0.0,3.0,Rain,235,20-30,20.0,14.0,3.0,67.0,0
2012-05-08,23.0,18.0,13.0,14.0,11.0,8.0,88.0,65.0,34.0,1020,1019,1015,31.0,11.0,3.0,27,13,53.0,0.0,4.0,Rain,205,20-30,23.0,10.0,6.0,54.0,0
2012-05-09,27.0,18.0,10.0,13.0,9.0,4.0,100.0,58.0,15.0,1021,1019,1015,31.0,31.0,31.0,14,8,42.0,0.0,3.2060661764705882,Rain,207,10-20,27.0,17.0,9.0,85.0,0
2012-05-10,31.0,21.0,12.0,13.0,9.0,6.0,82.0,49.0,15.0,1023,1021,1016,31.0,31.0,31.0,16,8,39.0,0.0,3.2060661764705882,Rain,319,10-20,31.0,19.0,7.0,67.0,0
2012-05-11,33.0,23.0,13.0,13.0,10.0,6.0,82.0,44.0,17.0,1026,1025,1020,31.0,24.0,10.0,14,6,35.0,0.0,6.0,Rain,331,10-20,33.0,20.0,7.0,65.0,0
2012-05-12,33.0,24.0,15.0,14.0,11.0,6.0,77.0,48.0,16.0,1027,1025,1020,31.0,17.0,10.0,39,6,43.98830576155163,0.0,1.0,Rain,350,30-40,33.0,18.0,8.0,61.0,0
2012-05-13,32.0,23.0,15.0,14.0,9.0,3.0,82.0,43.0,11.0,1025,1021,1014,26.0,23.0,19.0,34,10,47.0,0.0,3.2060661764705882,Rain,308,30-40,32.0,17.0,11.0,71.0,0
2012-05-14,31.0,22.0,13.0,12.0,7.0,1.0,82.0,38.0,12.0,1019,1016,1010,31.0,30.0,27.0,32,13,48.0,0.0,3.2060661764705882,Rain,305,30-40,31.0,18.0,11.0,70.0,0
2012-05-15,29.0,21.0,14.0,8.0,4.0,-1.0,67.0,34.0,8.0,1019,1017,1013,31.0,29.0,26.0,24,13,43.98830576155163,0.0,3.2060661764705882,Rain,26,20-30,29.0,15.0,9.0,59.0,0
2012-05-16,30.0,20.0,10.0,7.0,3.0,0.0,62.0,35.0,9.0,1022,1019,1012,31.0,31.0,31.0,13,8,43.98830576155163,0.0,3.2060661764705882,Rain,10,10-20,30.0,20.0,7.0,53.0,0
2012-05-17,30.0,22.0,15.0,13.0,9.0,3.0,72.0,45.0,11.0,1017,1014,1005,31.0,27.0,14.0,27,8,48.0,0.0,8.0,Rain,201,20-30,30.0,15.0,10.0,61.0,0
2012-05-18,28.0,21.0,14.0,10.0,3.0,-7.0,72.0,32.0,7.0,1009,1007,1002,31.0,27.0,23.0,29,14,53.0,0.0,8.0,Rain,237,20-30,28.0,14.0,17.0,65.0,0
2012-05-19,22.0,18.0,14.0,14.0,8.0,4.0,94.0,57.0,25.0,1009,1007,1005,31.0,11.0,3.0,53,19,50.0,0.0,3.0,Rain,234,50-60,22.0,8.0,10.0,69.0,0
2012-05-20,17.0,13.0,9.0,7.0,4.0,0.0,76.0,59.0,31.0,1012,1009,1007,31.0,11.0,10.0,26,13,37.0,0.25,4.0,Rain-Thunderstorm,274,20-30,17.0,8.0,7.0,45.0,1
2012-05-21,18.0,12.0,6.0,5.0,2.0,-1.0,87.0,51.0,18.0,1019,1015,1013,31.0,12.0,10.0,32,11,50.0,0.0,2.0,Rain,305,30-40,18.0,12.0,6.0,69.0,0
2012-05-22,24.0,16.0,7.0,7.0,4.0,1.0,76.0,46.0,17.0,1022,1021,1017,31.0,13.0,10.0,16,6,43.98830576155163,0.0,1.0,Rain,359,10-20,24.0,17.0,6.0,59.0,0
2012-05-23,29.0,19.0,9.0,8.0,6.0,2.0,82.0,44.0,11.0,1023,1022,1016,31.0,31.0,31.0,14,8,43.98830576155163,0.0,3.2060661764705882,Rain,356,10-20,29.0,20.0,6.0,71.0,0
2012-05-24,31.0,22.0,12.0,7.0,3.0,-1.0,63.0,30.0,7.0,1022,1019,1011,31.0,29.0,26.0,13,6,40.0,0.0,3.2060661764705882,Rain,354,10-20,31.0,19.0,8.0,56.0,0
2012-05-25,32.0,23.0,14.0,8.0,5.0,1.0,59.0,33.0,10.0,1016,1014,1007,31.0,16.0,10.0,26,10,53.0,0.0,1.0,Rain,266,20-30,32.0,18.0,7.0,49.0,0
2012-05-26,26.0,20.0,14.0,7.0,0.0,-8.0,59.0,28.0,6.0,1018,1016,1011,31.0,29.0,23.0,26,16,61.0,0.0,3.2060661764705882,Rain,216,20-30,26.0,12.0,15.0,53.0,0
2012-05-27,28.0,19.0,10.0,4.0,1.0,-4.0,58.0,31.0,6.0,1020,1017,1012,31.0,31.0,31.0,16,6,32.0,0.0,3.2060661764705882,Rain,314,10-20,28.0,18.0,8.0,52.0,0
2012-05-28,30.0,22.0,14.0,6.0,1.0,-3.0,48.0,23.0,6.0,1017,1015,1009,31.0,12.0,10.0,19,8,27.0,0.0,1.0,Rain,311,10-20,30.0,16.0,9.0,42.0,0
2012-05-29,29.0,22.0,14.0,9.0,4.0,-3.0,63.0,32.0,6.0,1017,1015,1010,31.0,29.0,24.0,19,10,52.0,0.0,3.2060661764705882,Rain,252,10-20,29.0,15.0,12.0,57.0,0
2012-05-30,32.0,23.0,14.0,7.0,2.0,-2.0,59.0,28.0,6.0,1020,1018,1013,31.0,16.0,10.0,11,6,29.0,0.0,1.0,Rain,300,10-20,32.0,18.0,9.0,53.0,0
2012-05-31,34.0,24.0,14.0,7.0,3.0,1.0,51.0,26.0,6.0,1021,1019,1010,31.0,17.0,10.0,24,8,43.98830576155163,0.0,1.0,Rain,35,20-30,34.0,20.0,6.0,45.0,0
2012-06-01,34.0,25.0,16.0,7.0,3.0,0.0,52.0,24.0,6.0,1019,1016,1009,31.0,22.0,10.0,14,8,40.0,0.0,1.0,Rain,109,10-20,34.0,18.0,7.0,46.0,0
2012-06-02,31.0,23.0,17.0,13.0,8.0,4.0,50.0,36.0,17.0,1016,1014,1010,31.0,14.0,10.0,32,11,58.0,0.0,1.0,Rain,266,30-40,31.0,14.0,9.0,33.0,0
2012-06-03,28.0,23.0,18.0,13.0,9.0,4.0,64.0,40.0,14.0,1017,1015,1012,31.0,12.0,10.0,26,14,42.0,0.0,2.0,Rain,270,20-30,28.0,10.0,9.0,50.0,0
2012-06-04,31.0,21.0,12.0,8.0,6.0,2.0,72.0,34.0,10.0,1018,1017,1011,31.0,28.0,19.0,14,6,29.0,0.0,3.2060661764705882,Rain,327,10-20,31.0,19.0,6.0,62.0,0
